User name,AWS access key,Event time,Event source,Event name,AWS region,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,,2021-05-29T16:30:41Z,signin.amazonaws.com,ConsoleLogin,us-east-1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:88.0) Gecko/20100101 Firefox/88.0,,[],,a8ae80ca-3eb1-48ca-a1ee-1e1e85e307ba,FALSE,AwsConsoleSignIn,7.47398E+11,Management
root,ASIA24BDKGDGSYCCKFED,2021-05-29T16:28:40Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",aba2440b-57c0-423e-a1ce-a9e8792aa73f,2587a1bf-619e-4ee4-aec9-658b8b27d357,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGSYCCKFED,2021-05-29T16:28:39Z,iam.amazonaws.com,AddUserToGroup,us-east-1,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",95ff5da3-762c-4f6b-8be9-e998626bf293,2151cc97-b6a8-4356-8ed8-e2a96323bf79,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGSYCCKFED,2021-05-29T16:28:39Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",9168e273-bc3a-4342-9383-b464bc811bb4,d94490b3-6d86-4cc5-b017-774a1592cb95,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGSYCCKFED,2021-05-29T16:28:38Z,iam.amazonaws.com,CreateUser,us-east-1,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::747398377677:user/Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDA24BDKGDGSFAI3W55Y""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",fe488f81-49a2-4966-bb8c-38feb7e6865e,8851df0f-4142-4904-83bc-c7d48fcd6824,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGSYCCKFED,2021-05-29T16:27:34Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",0cf830ec-0698-4d16-9911-a222be6afc77,0e8ed4c2-250e-485e-9b67-67a1c3c391f3,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGSYCCKFED,2021-05-29T16:27:33Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",16876bfb-0af1-405d-951d-42467d67dfbe,a71344d5-cff9-46e8-99d7-49b9ca5ae775,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGSYCCKFED,2021-05-29T16:27:32Z,iam.amazonaws.com,AddUserToGroup,us-east-1,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",f4dda5d4-a1fe-4b0b-a011-704b2a60843a,d45ea989-ce23-4929-b34b-958d8e8e1866,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGSYCCKFED,2021-05-29T16:27:32Z,iam.amazonaws.com,CreateUser,us-east-1,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDA24BDKGDG3IV3RLCOM""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::747398377677:user/CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",2828bb5f-2169-49f3-9bb7-027808ad8e43,d68e7f51-35fb-4ec9-93b0-b2e8ff51d21a,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGZ2DZR3OB,2021-05-29T16:25:15Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,aws-internal/3 aws-sdk-java/1.11.1022 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.292-b10 java/1.8.0_292 vendor/Oracle_Corporation cfg/retry-mode/legacy,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",5b634529-f81d-4bab-a2fd-d510a64e90b6,c5a41ed7-b501-4e3f-b3cb-ec88470b020d,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGZ2DZR3OB,2021-05-29T16:25:14Z,iam.amazonaws.com,CreateGroup,us-east-1,aws-internal/3 aws-sdk-java/1.11.1022 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.292-b10 java/1.8.0_292 vendor/Oracle_Corporation cfg/retry-mode/legacy,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::747398377677:group/Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPA24BDKGDGTEOIRVR4D""}]",2452d050-ca7d-4f7d-9382-bad3581ca8b3,261fd8ac-91ea-46d1-86cb-c1b615fbfaca,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGZ2DZR3OB,2021-05-29T16:24:53Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,aws-internal/3 aws-sdk-java/1.11.1022 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.292-b10 java/1.8.0_292 vendor/Oracle_Corporation cfg/retry-mode/legacy,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",ee2eb626-6113-4622-a3d2-893526263670,232fabb1-3ed0-4d4c-b70d-4b30f6770ed1,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGZ2DZR3OB,2021-05-29T16:24:53Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,aws-internal/3 aws-sdk-java/1.11.1022 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.292-b10 java/1.8.0_292 vendor/Oracle_Corporation cfg/retry-mode/legacy,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",4409bcc6-bbb4-478a-90b1-fcec70c4306b,71b7f96e-1a1f-493d-b87a-4d73ae5d83e8,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGZ2DZR3OB,2021-05-29T16:24:53Z,iam.amazonaws.com,CreateGroup,us-east-1,aws-internal/3 aws-sdk-java/1.11.1022 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.292-b10 java/1.8.0_292 vendor/Oracle_Corporation cfg/retry-mode/legacy,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::747398377677:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPA24BDKGDG6JB65VZGN""}]",d9aee6f8-82ce-4331-b583-4853e4b865f4,b42735e0-049e-4c69-b792-1c258ad1a32f,FALSE,AwsApiCall,7.47398E+11,Management
root,ASIA24BDKGDGSYCCKFED,2021-05-29T16:22:30Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,console.amazonaws.com,,[],9bd010ff-3830-43d7-b135-ca4511fc7570,35fc7856-aa7f-4a8f-8b2a-f2803fd99b3a,FALSE,AwsApiCall,7.47398E+11,Management
root,,2021-05-29T16:21:07Z,signin.amazonaws.com,ConsoleLogin,us-east-1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",,[],,f4f748ad-ce9d-4631-8002-62d87250b360,FALSE,AwsConsoleSignIn,7.47398E+11,Management
